module	trait	nObs	bicor	Z	t	p
darkgrey	ex_feeding_mth6	42	-0.144281200473984	-0.918926674465169	0.922163279712276	0.361972444859069
magenta	MEmidnightblue	43	0.151319962889606	0.976419176635001	0.98020777636109	0.332732415905754
magenta	MEblack	43	-0.0345490882029103	-0.221310186958982	0.221354252088225	0.825915378044144
magenta	MEmagenta	43	-0.111863343691002	-0.719285201258221	0.720798909857392	0.47512326196528
magenta	MEpurple	43	-0.0301608882153094	-0.193182506605251	0.193211814731181	0.847747067453628
magenta	MEtan	43	-0.287844559673868	-1.89669828684635	1.92455723820388	0.06124339951565
magenta	MElightgreen	43	-0.0133047995325109	-0.0851973117419222	0.0851998256327415	0.932517222678648
magenta	MEturquoise	43	-0.00766591731853978	-0.0490867825489064	0.0490872633438247	0.961088105463359
magenta	MEpink	43	0.0118624838815262	0.0759605212091405	0.0759623028975588	0.939818550641991
magenta	MEsalmon	43	0.117542711692479	0.756135840416865	0.757894440824107	0.452848578001048
magenta	MEbrown	43	0.0473157216614339	0.303194841351922	0.303308154160284	0.763188814245352
magenta	MEyellow	43	-0.110477164404887	-0.710298253444032	0.711755907075316	0.480646413199667
magenta	MEroyalblue	43	0.0779720824168834	0.500280422264819	0.500789563146831	0.619197179914253
magenta	MEgrey60	43	-0.0161681575223091	-0.103535743670749	0.103540255384026	0.918039017761334
magenta	MEred	43	0.0705943812111671	0.452777744905054	0.453155168186539	0.652826227535145
magenta	MEcyan	43	-0.15968212244168	-1.03129028959897	1.0357547703159	0.306387136080951
magenta	MElightyellow	43	-0.259872070458343	-1.70304668325926	1.72319693778525	0.0923881356715201
magenta	MEblue	43	-0.0912118399516688	-0.585668538195987	0.586485500919788	0.560764703579573
magenta	MEgreen	43	0.160373274842049	1.035832136014	1.0403559139677	0.304270931003771
magenta	MElightcyan	43	0.116548771974565	0.749683119987068	0.7513970605166	0.456705336897279
magenta	MEdarkred	43	-0.0327823895620409	-0.209984957301155	0.210022597577126	0.834690248507644
